Date,TAMSAT,ARC2,RFE2,CHIRPS,TRMM
2004-05-23,0,0,0,0,0
2004-05-24,0,0,0,0,0
2004-05-25,0,0,0,0,0
2004-05-26,0,0,0,0,0
2004-05-27,0,0,0,0.7051675,0
2004-05-28,0,0,0,0,0
2004-05-29,0,0,0,0,0
2004-05-30,0,0,0,0,0
2004-05-31,0,0,0,0.7946638,0
2004-06-01,0,0,0,0,0
2004-06-02,0,0,0,0,0
2004-06-03,0,0,0,0,0
2004-06-04,0,0,0,0,0
2004-06-05,0,0,0,0,0
2004-06-06,0,0,0,0,0
2004-06-07,0,0,0,0,0
2004-06-08,0,0,0,0,0
2004-06-09,0,0,0,0,0
2004-06-10,0,0,0,0,0
2004-06-11,0,0,0,0,0
2004-06-12,0,0,0,0,0
2004-06-13,0,0,0,0,0
2004-06-14,0,0,0,0,0
2004-06-15,0,0,0,0,0
2004-06-16,0,0,0,0,0
2004-06-17,0,0,0,0,0
2004-06-18,0,0,0,0,0
2004-06-19,0,0,0,0,0
2004-06-20,0,0,0,0,0
2004-06-21,0,0,0,0,0
2004-06-22,2.2,23.23532,32.70101,0,7.357565
2004-06-23,0.2,0,0,0,0.1886555
2004-06-24,0,0,0,0,3.546724
2004-06-25,0,0,0,0,0
2004-06-26,0,0,0,0,0
2004-06-27,0,0,0,0,0
2004-06-28,0,0,0,0,0
2004-06-29,0,0,0,0,0
2004-06-30,0,0,0,0,0
2004-07-01,0,0,0,0,0
2004-07-02,0,0,0,0,0
2004-07-03,0,0,0,0,0
2004-07-04,0,0,0,0,0
2004-07-05,0,0,0,0,0
2004-07-06,0,0,0,0,0
2004-07-07,0,0,0,0,0
2004-07-08,0,0,0,0,0
2004-07-09,0,0,0,0,0
2004-07-10,0,0,0,0,0
2004-07-11,0,0,0,0,0
2004-07-12,0,0,0,0,0
2004-07-13,0,0,0,0,0
2004-07-14,0,0,0,0,0
2004-07-15,0,0,0,0,0
2004-07-16,0,0,0,0,0
2004-07-17,0,0,0,0,0
2004-07-18,0,0,0,0,0
2004-07-19,0,0,0,0,0
2004-07-20,0,0,0,0,0
2004-07-21,0,0,0,0,0
2004-07-22,0,0,0,0,0
2004-07-23,0,0,0,0,0
2004-07-24,0,0,NA,0,0
2004-07-25,0,0,0,0,0
2004-07-26,0,0,0,0,0
2004-07-27,0,0,0,0,0
2004-07-28,0,0,0,0,0
2004-07-29,0,0,0,0,0
2004-07-30,0,0,0,0,0
2004-07-31,0,0,0,0,0
2004-08-01,0,0,0,0,0
2004-08-02,0,0,0,0,0
2004-08-03,0,0,0,0,0
2004-08-04,0,0,0,0,0
2004-08-05,0,0,0,0,0
2004-08-06,0,0,0,0,0
2004-08-07,0,0,0,0,0
2004-08-08,0,0,0,0,0
2004-08-09,0,0,0,0,0
2004-08-10,0,0,0,0,0
2004-08-11,0,0,0,0,0
2004-08-12,0,0,0,0,0
2004-08-13,0,0,0,0,0
2004-08-14,0,0,0,0,0
2004-08-15,0,0,0,0,0
2004-08-16,0,0,0,0,0
2004-08-17,0,0,0,0,0
2004-08-18,0,0,0,0,0
2004-08-19,0,0,0,0,0
2004-08-20,0,0,0,0,0
2004-08-21,0,0,0,0,0
2004-08-22,0,0,0,0,0
2004-08-23,0,0,0,0,0
2004-08-24,0,0,0,0,0
2004-08-25,0,0,0,0,0
2004-08-26,0,0,0,0,0
2004-08-27,0,0,0,0,0
2004-08-28,0,0,0,0,0
2004-08-29,0,0,0,0,0
2004-08-30,0,0,0,0,0
2004-08-31,0,0,0,0,0
2004-09-01,0,0,0,0,0
2004-09-02,0,0,0,0,0
2004-09-03,0,0,0,0,0
2004-09-04,0,0,0,0,0
2004-09-05,0,0,0,0,0
2004-09-06,0,0,0,0,0
2004-09-07,0,0,0,0,0
2004-09-08,0,0,0,0,0
2004-09-09,0,0,0,0,0
2004-09-10,0,0,0,0,0
2004-09-11,0,0,0,0,0
2004-09-12,0,0,0,0,0
2004-09-13,0,0,0,0,0
2004-09-14,0,0,0,0,0
2004-09-15,0,0,0,0,0
2004-09-16,0,0,0,0,0
2004-09-17,0,0,0,0,0
2004-09-18,0,0,0,0,0
2004-09-19,0,0,0,0,0
2004-09-20,0,0,0,0,0
2004-09-21,0,0,0,0,0
2004-09-22,0,0,0,0,0
2004-09-23,0,0,0,0,0
2004-09-24,0,0,0,0,0
2004-09-25,0,0,0,0,0
2004-09-26,0,0,0,0,0
2004-09-27,0,0,0,0,0.6827896
2004-09-28,0,0,0,0,0
2004-09-29,0,0,0,0,0
2004-09-30,0,0,0,0,0
2004-10-01,0,0,0,0,0
2004-10-02,0,0,0,0,0
2004-10-03,0,0,0,0,0
2004-10-04,0,0,0,0,0
2004-10-05,0,0,0,0,0
2004-10-06,0,0,0,0,0
2004-10-07,0,0,0,0,0
2004-10-08,0,0,0,0,0
2004-10-09,0,0,0,0,0
2004-10-10,0,0,0,0,0
2004-10-11,0,0,1.573303,0,21.74493
2004-10-12,1.6,0,0,2.836501,3.464851
2004-10-13,4.7,0,2.39727,0,0
2004-10-14,9.4,13.19795,6.95868,4.555774,7.009353
2004-10-15,0,0,10.55136,0,0
2004-10-16,8.5,33.28291,17.92092,28.23241,54.88005
2004-10-17,2.3,11.25072,2.047481,10.88178,9.518383
2004-10-18,0,0,4.009254,9.600661,8.881169
2004-10-19,0,0,0,0,0
2004-10-20,0,0,0,0,0
2004-10-21,0,0,0,0,0
2004-10-22,0,0,0,0,0
2004-10-23,6.6,4.15956,2.989438,3.867934,0.3584328
2004-10-24,4.8,0,0,1.822893,0.3584328
2004-10-25,8.4,5.372991,0.7545177,18.57955,4.659627
2004-10-26,3.2,0,1.403016,1.952862,4.619801
2004-10-27,0,0,0.5739871,0,0
2004-10-28,10.7,8.086918,2.876674,14.54378,15.89052
2004-10-29,0,0,0,0,0
2004-10-30,1.1,0,0,0,0
2004-10-31,0,0,0,0,0
2004-11-01,2.2,0.9869674,0.852336,4.912574,3.761074
2004-11-02,6.5,11.40139,4.172968,12.09439,19.10454
2004-11-03,0,0,0,0,6.47503
2004-11-04,8.6,14.39398,7.271879,5.757792,5.492023
2004-11-05,0,0,0,0,0
2004-11-06,0,0,0,0,0
2004-11-07,0,0,0,0,0
2004-11-08,0,0,0,0,0
2004-11-09,0,0,0,0,0.2564368
2004-11-10,0,0,0,0,0
2004-11-11,0,0,0,0,0
2004-11-12,0,0,2.57616,0,0
2004-11-13,11,18.73841,16.32259,5.440128,4.209838
2004-11-14,0,0,0,0,0
2004-11-15,0,0,0,0,0
2004-11-16,4.2,1.928262,5.793737,4.57407,2.243822
2004-11-17,0,0,0,0,0
2004-11-18,0,0,0,0,0
2004-11-19,14.7,8.212426,6.660542,16.93473,28.42175
2004-11-20,0,4.514498,1.063278,1.949205,1.175336
2004-11-21,3.6,5.134592,2.984325,2.658448,0
2004-11-22,0,0,0,0,6.175854
2004-11-23,10.9,8.528887,11.68239,11.56895,22.65192
2004-11-24,0,0,0,0,0
2004-11-25,0,0,0,0,0
2004-11-26,0,0,0,0,0
2004-11-27,0,0,0,0,0
2004-11-28,0,0,0,0,0.02136974
2004-11-29,0,0,0,0,0
2004-11-30,0,0,0,0,0
2004-12-01,0,0,0,0,0
2004-12-02,0,0,0,0,0
2004-12-03,0,0,0,0,0
2004-12-04,0,0,0,0,0
2004-12-05,0,0,0,0,0
2004-12-06,0,0,0,0,0
2004-12-07,0,0,0,0,0
2004-12-08,0,0,0,0,0
2004-12-09,0,0,0,0,0
2004-12-10,0,0,0,0,0
2004-12-11,0,0,0,0,0
2004-12-12,0,0,0,0,0
2004-12-13,0,0,0,0,0
2004-12-14,0,0,0,0,0
2004-12-15,0,0,0,0,0
2004-12-16,0,0,0,0,0
2004-12-17,0,0,0,0,0
2004-12-18,0,0,0,0,0
2004-12-19,0,0,0,0,0
2004-12-20,0,0,0,0,0
2004-12-21,0,0,0,0,0
2004-12-22,0,0,0,0,0
2004-12-23,0,0,0,0,0
2004-12-24,0,0,0,0,0
2004-12-25,0,0,0,0,0
2004-12-26,0,0,0,0,0
2004-12-27,0,0,0,0,0
2004-12-28,0,0,0,0,0
2004-12-29,0,0,0,0,0
2004-12-30,0,0,0,0,0
2004-12-31,0,0,0,0,0
2005-01-01,0,0,0,0,0
2005-01-02,0,0,0,0,0
2005-01-03,0,0,0,0,0
2005-01-04,0,0,0,0,0
2005-01-05,0,0,0,0,0
2005-01-06,0,0,0,0,0
2005-01-07,0,0,0,0,0
2005-01-08,0,0,0,0,0
2005-01-09,0,0,0,0,0
2005-01-10,0,0,0,0,0
2005-01-11,0,0,0,0,0
2005-01-12,0,0,0,0,0
2005-01-13,0,0,0,0,0
2005-01-14,0,0,0,0,0
2005-01-15,0,0,0,0,0
2005-01-16,0,0,0,0,0
2005-01-17,0,0,0,0,0
2005-01-18,0,0,0,0,0
2005-01-19,0,0,0,0,0
2005-01-20,0,0,0,0,0
2005-01-21,0,0,0,0,0
2005-01-22,0,0,0,0,0
2005-01-23,0,0,0,0,0
2005-01-24,0,0,0,0,0
2005-01-25,0.6,2.870824,0.6708542,0.6139444,0.5748043
2005-01-26,0,0,0,0,0
2005-01-27,0,0,0,0,0
2005-01-28,0,0,0,0,0
2005-01-29,0,0,0,0,0
2005-01-30,0,0,0,0,0
2005-01-31,0,0,0,0,0
2005-02-01,0,0,0,0,0
2005-02-02,0,0,0,0,0
2005-02-03,0,0,0,0,0
2005-02-04,0,0,0,0,0
2005-02-05,0,0,0,0,0
2005-02-06,0,0,0,0,0
2005-02-07,0,0,0,0,0
2005-02-08,0,0,0,0,0
2005-02-09,0,0,0,0,0
2005-02-10,0,0,0,0,0
2005-02-11,0,0,0,0,0
2005-02-12,0,0,0,0,0
2005-02-13,0,0,0,0,0
2005-02-14,0,0,0,0,0
2005-02-15,0,0,0,0,0
2005-02-16,0,0,0,0,0
2005-02-17,0,0,0,0,0
2005-02-18,0,0,0,0,0
2005-02-19,0,0,0,0,0
2005-02-20,0,0,0,0,0
2005-02-21,0,0,0,0,0
2005-02-22,0,0,0,0,0
2005-02-23,0,0,0,0,0
2005-02-24,0,0,0,0,0
2005-02-25,0,0,0,0,0
2005-02-26,0,0,0,0,0
2005-02-27,0,0,0,0,0
2005-02-28,0,0,0,0,0
2005-03-01,0,0,0,0,0
2005-03-02,0,0,0,0,0
2005-03-03,0,0,0,0,0
2005-03-04,0,0,0,0,0
2005-03-05,0,0,0,0,0
2005-03-06,0,0,0,0,0
2005-03-07,0,0,0,0,0
2005-03-08,0,0,0,0,7.92
2005-03-09,0,0,7.888097,5.890162,0
2005-03-10,0,0,0,0,0
2005-03-11,0,0,0,0,0
2005-03-12,0,0,0,0,0
2005-03-13,0,0,0,0,0
2005-03-14,0,0,0,0.8958561,0
2005-03-15,0,0,0,0,0
2005-03-16,0,0,0,0,0
2005-03-17,0,0,0,0,0
2005-03-18,0,0,0,0,0
2005-03-19,0,0,0,0,0
2005-03-20,0,0,0,0,0
2005-03-21,0,0,0,0.9783804,0
2005-03-22,0,0,0,0,0
2005-03-23,0,0,0,0,0
2005-03-24,0,0,0,0,0
2005-03-25,0,0,0.460023,0,7.92
2005-03-26,0,0,0,0,3.24
2005-03-27,0,0,0,0,0
2005-03-28,0,0,0,0,0
2005-03-29,0,0,0,0,0
2005-03-30,0,0,0,0,0
2005-03-31,0,0,0,0,0
2005-04-01,0,0,0,0,0
2005-04-02,0,0,0,0,0
2005-04-03,0,0,0,0,0
2005-04-04,0,0,0,0,0
2005-04-05,0,0,0,0,0
2005-04-06,0,0,0,0,0
2005-04-07,0,0,0,0,0
2005-04-08,0,0,0,0,0
2005-04-09,0,0,0,0,0
2005-04-10,0,0,0,0,0
2005-04-11,0,0,0,0,0
2005-04-12,0,0,0,0,0
2005-04-13,0,0,4.716731,0,0
2005-04-14,0,0,0.5478932,0,0
2005-04-15,0,0,0,0,0
2005-04-16,NA,0,2.824279,0,0
2005-04-17,NA,16.83253,3.00365,11.66321,5.72032
2005-04-18,NA,NA,0,0,0
2005-04-19,NA,0,0,0,0
2005-04-20,NA,0,0,0,0
2005-04-21,12.2,25.17583,13.24033,14.14733,13.67156
2005-04-22,2.4,5.829769,14.55159,2.518644,2.14512
2005-04-23,0,0,0,0,0
2005-04-24,0,0,0,0,0
2005-04-25,0,0,0,0,0
2005-04-26,0,0,0,0,0
2005-04-27,0,0,0.9208133,1.302096,7.751033
2005-04-28,15.6,18.84077,12.41517,17.68201,28.6588
2005-04-29,0,3.772089,1.972227,1.037142,0
2005-04-30,7.8,7.349863,6.225036,16.04386,7.722431
2005-05-01,1.1,0,1.335734,6.778288,0
2005-05-02,7.9,7.043537,9.546091,0.261319,0
2005-05-03,0,0,0,0,0
2005-05-04,0,0,0,0,0
2005-05-05,0,0,0,0,0
2005-05-06,0,0,0,0,0
2005-05-07,0,0,0,0,0
2005-05-08,0,0,0,0,0
2005-05-09,11,16.141,12.76657,3.470861,5.523216
2005-05-10,0,0,0,0,0
2005-05-11,0,0,0,0,0
2005-05-12,0,0,0,0,0
2005-05-13,0,0,0,0,0
2005-05-14,0,0,0,0,0
2005-05-15,0,0,0,0,0
2005-05-16,0,0,0,0,0
2005-05-17,0,1.667726,1.668144,0,9.877284
2005-05-18,0,0,0,0,0
2005-05-19,0,0,0,0,0
2005-05-20,0,0,0,0,0
2005-05-21,53.9,54.02334,39.33619,7.615442,29.06743
2005-05-22,9.4,4.874321,6.653062,29.69481,11.04643
2005-05-23,0,0,0,0,1.77388
2005-05-24,0,0,0,0,0
2005-05-25,0,0,0,3.583803,7.861511
2005-05-26,6.6,0,0.5547309,0,0
2005-05-27,0,0,0,0.467263,0
2005-05-28,6.6,8.294981,2.920208,0,0
2005-05-29,0,0,0,0,0
2005-05-30,0,0,0,0,0
2005-05-31,0,0,0,0,0
2005-06-01,0,0,0,0,0
2005-06-02,0,0,0,0,0
2005-06-03,0,0,0,0,0
2005-06-04,0,0,0,0,0
2005-06-05,0,0,0,0,0
2005-06-06,0,0,0,0,0
2005-06-07,0,0,0,0,0
2005-06-08,0,0,0,0,0
2005-06-09,0,0,0,0,0
2005-06-10,0,0,0,0,0
2005-06-11,0,0,0,0,0
2005-06-12,0,0,0,0,0
2005-06-13,0,0,0,0,0
2005-06-14,0,0,0,0,0
2005-06-15,0,0,0,0,0
2005-06-16,0,0,0,0,0
2005-06-17,0,0,0,0,0
2005-06-18,0,0,0,0,0
2005-06-19,0,0,0,0,0
2005-06-20,0,0,0,0,0
2005-06-21,0,0,0,0,0
2005-06-22,0,0,0,0,0
2005-06-23,0,0,0,0,0
2005-06-24,0,0,0,0,0
2005-06-25,0,0,0,0,0
2005-06-26,0,0,0,0,0
2005-06-27,0,0,0,0,0
2005-06-28,0,0,0,0,0
2005-06-29,0,0,0,0,0
2005-06-30,0,0,0,0,0
2005-07-01,0,0,0,0,0
2005-07-02,0,0,0,0,0
2005-07-03,0,0,0,0,0
2005-07-04,0,0,0,0,0
2005-07-05,0,0,0,0,0
2005-07-06,0,0,0,0,0
2005-07-07,0,0,0,0,0
2005-07-08,0,0,0,0,0
2005-07-09,0,0,0,0,0
2005-07-10,0,0,0,0,0
2005-07-11,0,0,0,0,0
2005-07-12,0,0,0,0,0
2005-07-13,0,0,0,0,0
2005-07-14,0,0,0,0,0
2005-07-15,0,0,0,0,0
2005-07-16,0,0,0,0,0
2005-07-17,0,0,0,0,0
2005-07-18,0,0,0,0,0
2005-07-19,0,0,0,0,0
2005-07-20,0,0,0,0,0
2005-07-21,0,0,0,0,0
2005-07-22,0,0,0,0,0
2005-07-23,0,0,0,0,0
2005-07-24,0,0,0,0,0
2005-07-25,0,0,0,0,0
2005-07-26,0,0,0,0,0
2005-07-27,0,0,0,0,0
2005-07-28,0,0,0,0,0
2005-07-29,0,0,0,0,0
2005-07-30,0,0,0,0,0
2005-07-31,0,0,0,0,0
2005-08-01,0,0,0,0,0
2005-08-02,0,0,0,0,0
2005-08-03,0,0,0,0,0
2005-08-04,0,0,0,0,0
2005-08-05,0,0,0,0,0
2005-08-06,0,0,0,0,0
2005-08-07,0,0,0,0,0
2005-08-08,0,0,0,0,0
2005-08-09,0,0,0,0,0
2005-08-10,0,0,0,0,0
2005-08-11,0,0,0,0,0
2005-08-12,0,0,0,0,0
2005-08-13,0,0,0,0,0
2005-08-14,0,0,0,0,0
2005-08-15,0,0,0,0,0
2005-08-16,0,0,0,0,0
2005-08-17,0,0,0,0,0
2005-08-18,0,0,0,0,0
2005-08-19,0,0,0,0,0
2005-08-20,0,0,0,0,0
2005-08-21,0,0,0,0,0
2005-08-22,0,0,0,0,0
2005-08-23,0,0,0,0,0
2005-08-24,0,0,0,0,0
2005-08-25,0,0,0,0,0
2005-08-26,0,0,0,0,0
2005-08-27,0,0,0,0,0
2005-08-28,0,0,0,0,0
2005-08-29,0,0,0,0,0
2005-08-30,0,0,0,0,0
2005-08-31,0,0,0,0,0
2005-09-01,0,0,0,0,0
2005-09-02,0,0,0,0,0
2005-09-03,0,0,0,0,0
2005-09-04,0,0,0,0,0
2005-09-05,0,0,0,0,0
2005-09-06,0,0,0,0,0
2005-09-07,0,0,0,0,0
2005-09-08,0,0,0,0,0
2005-09-09,0,0,0,0,0
2005-09-10,0,0,0,0,0
2005-09-11,0,0,0,0,0
2005-09-12,0,0,0,0,0
2005-09-13,0,0,0,0,0
2005-09-14,0.7,58.12305,16.03043,0,0
2005-09-15,0.2,0,0,0.6009506,0
2005-09-16,0,0,0,0,0
2005-09-17,0,0,0,0,0
2005-09-18,0,0,0,0,0
2005-09-19,0,0,0,0,0
2005-09-20,0,0,0,0,0
2005-09-21,0,0,0,0,0
2005-09-22,0,0,0,0,0
2005-09-23,0,0,0,0,0
2005-09-24,0,0,0,0,0
2005-09-25,0,0,0,0,0
2005-09-26,0,0,0,0,0
2005-09-27,0,0,0,0,0
2005-09-28,0,0,0,0,0
2005-09-29,0,0,0,0,0
2005-09-30,0,0,0,0,0
2005-10-01,0,0,0,0,0
2005-10-02,0,0,0,0,0
2005-10-03,0,0,0,0,0
2005-10-04,0,0,0,0,0
2005-10-05,0,0,0,0,0
2005-10-06,0,0,0,0,0
2005-10-07,0,0,0,0,0
2005-10-08,0,0,0,0,0
2005-10-09,0,0,0,0,0
2005-10-10,0,0,0,0,0
2005-10-11,0,0,0,0,0
2005-10-12,0,0,0,0,0
2005-10-13,0,0,0,0,0
2005-10-14,0,0,0,0.631103,0
2005-10-15,0,0,0,3.377197,0
2005-10-16,0,0,0,0,0
2005-10-17,0,0,0,0,0
2005-10-18,0,0,0,0,0
2005-10-19,0,0,0,0,0
2005-10-20,0,0,0,0,0
2005-10-21,0,0,0,0,0
2005-10-22,0,0,0,0,0
2005-10-23,0,0,0,0,0
2005-10-24,0,0,0,0,0
2005-10-25,0,0,0,0,0
2005-10-26,0,0.4040751,0,3.549409,0
2005-10-27,0,0,0,0,0
2005-10-28,0,0,0,0,0
2005-10-29,7.1,0,0,0.7486439,0.5538884
2005-10-30,0,0,0,0,2.061696
2005-10-31,0,0,0,0,0
2005-11-01,0,0,0,0,0.6294767
2005-11-02,0,0,0,1.118319,0.6294767
2005-11-03,0,0,0,0,0
2005-11-04,0,0,0.6959501,0.9136644,0
2005-11-05,0,0,0,3.49737,0
2005-11-06,0,0,0,0,0
2005-11-07,0,0,0,0,0
2005-11-08,0,0,0,0,0
2005-11-09,0,0,0,0,0
2005-11-10,0,0,0,0,0
2005-11-11,0,0,0,0,0
2005-11-12,0,0,0,0,0
2005-11-13,0,0,0,0,0
2005-11-14,0,0,0,0,0
2005-11-15,0,0.5856365,0,0,0.3934229
2005-11-16,0,0,0,0,0
2005-11-17,0,0,0,0.1305595,0
2005-11-18,0,0,0.489204,0,0.1967115
2005-11-19,0,0,0,0,0
2005-11-20,0,0,0,0,0
2005-11-21,0,0,0,0,0
2005-11-22,0,0,0,0,0
2005-11-23,0,0,0,0,0
2005-11-24,0,0,0,0,0
2005-11-25,0,0,0,0.06050292,0
2005-11-26,0,0,0,0,0
2005-11-27,0,0,0,0,0
2005-11-28,0,0,0,0,0
2005-11-29,0,0,0,0,0
2005-11-30,0,0,0,0,0
2005-12-01,0,0,0,0,0
2005-12-02,0,0,0,0,0
2005-12-03,0,0,0,0,0
2005-12-04,0,0,0,0,0
2005-12-05,0,0,0,0,0
2005-12-06,0,0,0,0,0
2005-12-07,0,0,0,0,0
2005-12-08,0,0,0,0,0
2005-12-09,0,0,0,0,0
2005-12-10,0,0,0,0,0
2005-12-11,0,0,0,0,0
2005-12-12,0,0,0,0,0
2005-12-13,0,0,0,0,0
2005-12-14,0,0,0,0,0
2005-12-15,0,0,0,0,0
2005-12-16,0,0,0,0,0
2005-12-17,0,0,0,0,0
2005-12-18,0,0,0,0,0
2005-12-19,0,0,0,0,0
2005-12-20,0,0,0,0,0
2005-12-21,0,0,0,0,0
2005-12-22,0,0,0,0,0
2005-12-23,0,0,0,0,0
2005-12-24,0,0,0,0,0
2005-12-25,0,0,0,0,0
2005-12-26,0,0,0,0,0
2005-12-27,0,0,0,0,0
2005-12-28,0,0,0,0,0
2005-12-29,0,0,0,0,0
2005-12-30,0,0,0,0,0
2005-12-31,0,0,0,0,0
2006-01-01,0,0,0,0,0
2006-01-02,0,0,0,0,0
2006-01-03,0,0,0,0,0
2006-01-04,0,0,0,0,0
2006-01-05,0,0,0,0,0
2006-01-06,0,0,0,0,0
2006-01-07,0,0,0,0,0
2006-01-08,0,0,0,0,0
2006-01-09,0,0,0,0,0
2006-01-10,0,0,0,0,0
2006-01-11,0,0,0,0,0
2006-01-12,0,0,0,0,0
2006-01-13,0,0,0,0,0
2006-01-14,0,0,0,0,0
2006-01-15,0,0,0,0,0
2006-01-16,0,0,0,0,0
2006-01-17,0,0,0,0,0
2006-01-18,0,0,0,0,0
2006-01-19,0,0,0,0,0
2006-01-20,0,0,0,0,0
2006-01-21,0,0,0,0,0
2006-01-22,0,0,0,0,0
2006-01-23,0,0,0,0,0
2006-01-24,0,0,0,0,0
2006-01-25,0,0,0,0,0
2006-01-26,0,0,0,0,0
2006-01-27,0,0,0,0,0
2006-01-28,0,0,0,0,0
2006-01-29,0,0,0,0,0
2006-01-30,0,0,0,0,0
2006-01-31,0,0,0,0,0
2006-02-01,0,0,0,0,0
2006-02-02,0,0,0,0,0
2006-02-03,0,0,0,0,0
2006-02-04,0,0,0,0,0
2006-02-05,0,0,0,0,0
2006-02-06,0,0,0,0,0
2006-02-07,0,0,0,0,0
2006-02-08,0,0,0,0,0
2006-02-09,0,0,0,0,0
2006-02-10,0,0,0,0,0
2006-02-11,0,0,0,0,0
2006-02-12,0,0,0.8634416,0,0
2006-02-13,0,0,0,0,0
2006-02-14,0,0,0,0,0
2006-02-15,0,0,0,0,0
2006-02-16,0,0,0,0,0
2006-02-17,0,0,0,0,0
2006-02-18,0,0,0,0,0
2006-02-19,0,0,0,0,0
2006-02-20,0,0,0,0,0
2006-02-21,0,0,0,0,0
2006-02-22,0,0,0,0,0
2006-02-23,0,0,0,0,0
2006-02-24,0,0,0,0,0
2006-02-25,0,0,0,0,0
2006-02-26,1.3,0,0,0,0
2006-02-27,0,0,0,0,0
2006-02-28,0,0,0,0,0
2006-03-01,0,0,0,0,0
2006-03-02,0,0,0,0,0
2006-03-03,0,0,0,0,0
2006-03-04,0,0,0,0,0
2006-03-05,0,0,0,0,3.225524
2006-03-06,0,0,0,0,0
2006-03-07,0,0,0,0,0
2006-03-08,0,0,0,0,0
2006-03-09,0,0,0,0,0
2006-03-10,0,1.600145,0,0,0
2006-03-11,0,0,0,0,0
2006-03-12,0,0,0,0,0
2006-03-13,0,0,0.7310479,0,0
2006-03-14,0,0,0,0,0
2006-03-15,0,0,0,0,0
2006-03-16,0,0,38.18536,0,0
2006-03-17,0,0,0.9755105,0,0
2006-03-18,0,0,0,0.1541952,0
2006-03-19,0,0,1.46162,0,0
2006-03-20,0,0,0,0,0
2006-03-21,0,0,0,0,0
2006-03-22,0,0,0,0,0
2006-03-23,0,0,0,0,0.4082942
2006-03-24,0,0,0,0,0
2006-03-25,0,0,0,0,0
2006-03-26,0,0,2.387079,0,0
2006-03-27,0,0,0,0,0
2006-03-28,0,0,0,0,0
2006-03-29,0,0,0,0,0
2006-03-30,0,10.51108,1.494108,2.704849,0
2006-03-31,0,0,1.296127,2.851915,0.489953
2006-04-01,0,0,0,0,0
2006-04-02,0,0,2.285787,0,0
2006-04-03,7.7,0,4.381716,11.55739,0.07789898
2006-04-04,22,22.61047,16.80241,33.24635,5.193265
2006-04-05,6.6,13.34349,6.233289,5.288083,0.02596633
2006-04-06,0,0,3.825055,4.651396,0
2006-04-07,0,0,3.941447,2.147676,0
2006-04-08,0,0,0,0,5.790491
2006-04-09,0,0,0,0,0
2006-04-10,0,0,0,0,0
2006-04-11,0,0,0,0,0
2006-04-12,0,0,0,0,0
2006-04-13,0,0,0,0,0
2006-04-14,0,0,0,0,0
2006-04-15,11.8,4.719311,2.559376,2.396703,0
2006-04-16,0,0,0,0,0
2006-04-17,2,5.619589,1.175333,0,0
2006-04-18,8.1,6.592743,3.515235,4.681057,7.34847
2006-04-19,10.2,9.059764,4.681276,21.23761,50.94593
2006-04-20,5.1,1.605487,2.835421,5.273453,4.232511
2006-04-21,0,0,0,0,0
2006-04-22,20.2,7.492517,6.797241,7.642767,35.26227
2006-04-23,0,0,3.754152,0,0
2006-04-24,0,0,0,0,0
2006-04-25,0,0,1.657991,0,0
2006-04-26,0,3.820973,3.820973,4.430249,1.532013
2006-04-27,0,1.052153,1.052153,0,0
2006-04-28,0,0,0.200642,0,0
2006-04-29,8.4,5.798348,5.690767,11.92491,11.45115
2006-04-30,0,0,0,0,0
2006-05-01,0,0,0,0,0
2006-05-02,1.1,0,0,0,0
2006-05-03,7.9,12.411,6.814784,3.302718,0
2006-05-04,0,0,0,0,0
2006-05-05,0,0,0,0,0
2006-05-06,0,0,0,0,0
2006-05-07,0,0,0,0,0
2006-05-08,0,0,0,0,0
2006-05-09,0,0,10.45914,0.1066107,0
2006-05-10,0,0,0,0,0
2006-05-11,0,0,0,0,0
2006-05-12,0,0,0,0,0
2006-05-13,0,0,0,0,0
2006-05-14,12.8,13.11329,11.85793,22.34111,25.00756
2006-05-15,0,0,1.966751,0,0
2006-05-16,0,0,0,0,0
2006-05-17,0,0,0,0,0
2006-05-18,11.6,0,0,0,0
2006-05-19,0,0,0,0,0
2006-05-20,0,0,0,0,0
2006-05-21,0,0,0,0,0
2006-05-22,0,0,0,0,0
2006-05-23,0,0,0,0,0
2006-05-24,0,0,0,0,0
2006-05-25,0,0,0,0,0
2006-05-26,0,0,0,0,0
2006-05-27,0,0,0,0,0
2006-05-28,0,0,0.616152,0,0
2006-05-29,0,0,0,0,0
2006-05-30,9.7,0,0,0,0
2006-05-31,0,0,0,0,0
2006-06-01,16.2,1.422516,1.447212,0,0
2006-06-02,10,3.264706,2.108158,0,3.727953
2006-06-03,0,0,0,0,0
2006-06-04,0,0,0.3844346,0,0
2006-06-05,0,0,0,0,0
2006-06-06,0,0,0,0,0
2006-06-07,0,0,0,0,0
2006-06-08,0,0,0,0,0
2006-06-09,0,0,0,0,0
2006-06-10,0,0,0,0,0
2006-06-11,0,0,3.302879,0,0
2006-06-12,0,0,0,0,0
2006-06-13,0,0,0,0,0
2006-06-14,0,0,0,0,0
2006-06-15,0,0,0,0,0
2006-06-16,0,0,0.560199,0,0
2006-06-17,0,0,0,0,0
2006-06-18,0,0,0,0,0
2006-06-19,0,0,0,0,0
2006-06-20,0,0,0,0,0
2006-06-21,0,0,0,0,0
2006-06-22,0,0,0,0,0
2006-06-23,0,0,0,0,0
2006-06-24,0,0,0,0,0
2006-06-25,0,0,0,0,0
2006-06-26,0,0,0,0,0
2006-06-27,0,0,0,0,0
